PC1,PC2,PC3,domain,difficulty_level
-0.28488861536271703,-0.5222488527176457,0.21873171242114411,AI & ML,73
-0.22871105384247425,-0.575247108327548,0.24127385797387763,AI & ML,57
-0.12032778614658057,-0.58422180657074,1.2265321863448002,AI & ML,68
-1.0028634180588503,-0.7268086164294391,1.4568863049988658,AI & ML,19
-0.3711543779956824,-1.2364621092605927,0.8875910605249768,AI & ML,25
-0.7577967099461395,0.060045833027499065,3.123700560408909,AI & ML,30
-0.6708584863541173,-0.5423983837321702,0.006214096822937718,AI & ML,53
-1.2651354286717569,-0.5666270610894395,1.0486316018819226,AI & ML,34
-1.2417487404197909,0.12351179375800102,3.098948440807508,AI & ML,48
0.3836291885549527,-0.3093748259248411,1.2079232871804464,AI & ML,31
-1.4653262575676502,-1.434843262809885,-2.843816234857889,AI & ML,25
-0.4515821765515737,-1.164792452454291,-0.008857932372860443,AI & ML,49
-1.3053524606840867,-0.8379497076137075,-0.8116669924887778,AI & ML,51
-0.72184763197563,-0.8282122435260556,0.04994343475107555,AI & ML,72
-0.47668179804396105,-1.0035264477261026,-0.482966921285047,AI & ML,36
-0.8188890796901328,-0.3919127203974463,1.7959454050351005,AI & ML,70
-0.8472771572151079,0.04054291734309962,1.7239969514245688,AI & ML,52
-0.760943785410391,-0.4913253520998376,0.7241405326089033,AI & ML,14
-0.7018633933298462,0.007023861517754436,3.1463454763076997,AI & ML,49
-0.36278072224331914,-0.7207203767998358,1.2318285924307526,AI & ML,41
-1.4057438448471513,-0.8313900607729683,-0.18158866593212983,AI & ML,38
-1.5535737122131494,0.37906418975872447,0.5409375111584899,AI & ML,33
-0.16737459849635103,-0.7359907381802729,1.6401108295254823,AI & ML,36
-0.5789158504831099,-1.3424803920307689,-0.7515662810982567,AI & ML,58
-0.4824186407243191,-1.6616892264516199,-1.2277544037017023,AI & ML,14
-1.132178322318187,-1.2350162955261998,-2.0364596118321243,AI & ML,19
-1.9851644885908233,0.024090607621147942,-0.6902017466338212,AI & ML,73
-1.4132013522314575,-1.4882350266838391,-2.8195688628224316,AI & ML,21
-0.825948004308413,-1.311458610799555,0.3701413573696955,AI & ML,26
-0.9320528230985603,-0.7904743120845508,0.44392035323190565,AI & ML,50
-1.081376078832837,-1.363847107582207,-0.6164151540756855,AI & ML,28
-0.6612179673700617,0.5575008012475473,-0.03745854081924585,AI & ML,69
-1.5648488158416722,0.35399789837779433,1.4633032862224429,AI & ML,67
-1.0608137602057153,0.31815963483822185,0.8372008763579367,AI & ML,71
-1.512206488750146,0.30065637556241465,1.487332943939226,AI & ML,25
-0.2062933485816052,-1.233672292863296,0.42461512237525467,AI & ML,38
-2.725164990032072,0.8216733549811971,0.08221807161465522,AI & ML,11
-1.8291384458124402,-0.2982596364987942,-0.08516563173118195,AI & ML,15
-0.818864372975957,-1.5240053887891256,-0.20826130695521594,AI & ML,52
-1.1140686995076408,-0.5140831616799351,1.6990292486143885,AI & ML,32
-1.2078032725159689,-0.07154734966767604,-0.3777046506142082,AI & ML,60
-2.0977991645512706,0.4168482578101623,-0.9237399414225723,AI & ML,73
-1.0559395515478536,-0.7921640420245082,-0.7904871166204472,AI & ML,69
-0.7620176623905777,-0.2766837411417901,2.2539559325329463,AI & ML,22
-1.146628611123261,-0.9918781355257135,0.22799430667196793,AI & ML,29
0.29359798904019446,-0.3602114896806102,0.9733579737053186,AI & ML,15
-0.8775767582286961,-0.7595578499334401,0.6850586004683177,AI & ML,21
-1.0889862475609084,-0.20995361474790086,1.4608141585186758,AI & ML,11
-0.6916573873306675,-0.2608207040290955,1.4450934510242441,AI & ML,37
-1.3044046367598547,1.2300361127636628,0.4196640887534568,AI & ML,39
0.5308823304550565,0.07819183241067729,-0.2586675452995232,AI & ML,20
0.2684200027698276,-0.3381670786724795,-0.2561880933522726,AI & ML,15
-0.08094130162326611,-0.09613451577827353,0.7407390717897688,AI & ML,22
0.3060037878593881,0.47238630275960064,1.7706939389125538,AI & ML,53
-3.438119742960659,2.7338612854075492,-1.0971837925257404,AI & ML,64
-0.7993577278240963,-0.010261013317257333,0.8100385827027962,AI & ML,75
0.30373594976771034,0.835911605993796,0.4202316232262477,AI & ML,41
-2.794640050584406,0.1855124044370828,-1.9948861169632994,AI & ML,20
0.4818629460940129,-0.257741703199365,1.4390372298671588,AI & ML,17
0.2181277294174441,0.051009809357941846,1.5915567740029384,AI & ML,11
0.55960465010523,-0.35891999030944005,1.3393720413396561,AI & ML,15
-0.7159917200868579,-1.0033071563891673,0.5377282147561536,AI & ML,20
-0.880147125608648,-1.0120472230545412,0.032499626842831676,AI & ML,24
-0.8784335473553467,-0.8437209743071405,0.4675389425931557,AI & ML,20
-2.3442664029249953,1.0379692969960101,-0.1710255465861496,AI & ML,25
-0.2980926800369508,-1.0355811412023805,1.5566694092144786,AI & ML,24
-0.043651141604029706,-1.124480626347067,0.25028384368017864,AI & ML,17
-1.032497094975721,-1.3109367514754142,-0.30309095256961194,AI & ML,40
-0.8836727147792965,-1.1519932863461544,0.6359612528199514,AI & ML,37
-0.5528912424420611,-1.330989246541375,0.17188001418274865,AI & ML,33
-1.2876419782698416,-1.2566804554837638,-1.0020555708871732,AI & ML,48
-1.3006488130820326,-0.9380915185228709,-0.13344956352574988,AI & ML,45
-2.2459744166977536,0.4591912869910074,-0.37560026190751417,AI & ML,55
-1.0971028509635234,-0.11616196346790666,-0.1838748315470095,AI & ML,12
-2.2040607041479356,0.28774165948572056,0.3247527054357978,AI & ML,36
-0.7715148053905639,-1.0343252830226903,0.2970305198120302,AI & ML,55
-2.805103324205848,1.7309723900891418,0.1352060185323851,AI & ML,73
